horizon,model,split,accuracy,macro_f1,weighted_f1,f1_calm,f1_normal,f1_turbulent
5,Logistic Regression,Validation,0.848,0.7050511508951406,0.8523946291560102,0.7478260869565218,0.8967391304347826,0.47058823529411764
5,Logistic Regression,Test,0.7791741472172352,0.8049255634700879,0.7778664019553263,0.7644628099173554,0.7807486631016043,0.8695652173913043
5,K-Means,Validation,0.268,0.21113818661793074,0.12108985683825771,0.4701492537313433,0.0,0.16326530612244897
5,K-Means,Test,0.5637342908438061,0.5033333333333333,0.41084380610412924,0.71,0.0,0.8
5,Hierarchical Clustering,Validation,0.268,0.2080021817048465,0.12988733052828424,0.5080645161290323,0.0,0.11594202898550725
5,Hierarchical Clustering,Test,0.5709156193895871,0.4490589118838022,0.41679661588670236,0.7454068241469817,0.0,0.6017699115044248
5,SVM RBF,Validation,0.82,0.6675666984592876,0.821882687961346,0.6788990825688074,0.8793565683646113,0.4444444444444444
5,SVM RBF,Test,0.7073608617594255,0.7476663560911229,0.6937057572787261,0.6350710900473934,0.7383627608346709,0.8695652173913043
5,HMM,Validation,0.688,0.3548805243720498,0.6138457700491599,0.06060606060606061,0.8135593220338984,0.19047619047619047
5,HMM,Test,0.48114901256732495,0.45938808981684787,0.5141962960730013,0.5862068965517241,0.4536489151873767,0.3383084577114428
