horizon,model,split,accuracy,macro_f1,weighted_f1,f1_calm,f1_normal,f1_turbulent
3,GCN Attention,Validation,0.816,0.7579365079365079,0.8264285714285714,0.75,0.8571428571428571,0.6666666666666666
3,GCN Attention,Test,0.8694096601073346,0.8550713470457074,0.867642504579789,0.9003322259136213,0.8337129840546698,0.8311688311688312
