horizon,model,split,accuracy,macro_f1,weighted_f1,f1_calm,f1_normal,f1_turbulent
1,GCN Attention,Validation,0.9481037924151696,0.9328141118217455,0.9479758452972331,0.0,0.9648648648648649,0.9007633587786259
1,GCN Attention,Test,0.928698752228164,0.8517397429717075,0.9363601851686986,0.6274509803921569,0.9580712788259959,0.9696969696969697
