,market_volatility,avg_correlation,cross_sectional_dispersion,regime_score,label
2018-05-17,0.0081811645966281,0.2940937480787143,0.0128604239256447,-0.2327694069982834,1
2018-05-18,0.0070179735705192,0.2339976068396089,0.0128894287755027,-0.428940388264698,1
2018-05-21,0.0071090089805764,0.2408101508434743,0.0128398335608712,-0.4116652073921217,1
2018-05-22,0.0065353262559253,0.2160607842670604,0.0126915930169379,-0.5065732735766857,0
2018-05-23,0.0064712519790781,0.2087274210194059,0.0129424223786437,-0.5131819757001889,0
2018-05-24,0.0063787461900131,0.2072750055492121,0.0128255686105326,-0.5279530925875427,0
2018-05-25,0.006398105596654,0.208317695973606,0.0128066020505521,-0.5255166030394829,0
2018-05-29,0.0066220504557795,0.2171855390921779,0.0127867462202493,-0.493916327919926,1
2018-05-30,0.0068121753039933,0.2359386698028532,0.0125983121043042,-0.4528884736320434,1
2018-05-31,0.0069270835486726,0.240839458707035,0.0127872342091627,-0.4261160729189681,1
2018-06-01,0.0071138356058224,0.2564892283113074,0.0126116195045921,-0.3909474267200622,1
2018-06-04,0.0069769621239854,0.2475675198958258,0.0126564189334886,-0.4157233175672752,1
2018-06-05,0.0069732648610955,0.2494862980151174,0.0126255524625416,-0.4136139195391919,1
2018-06-06,0.0065336230899954,0.2370005001056024,0.0123493204650513,-0.4812921067775296,1
2018-06-07,0.0065416612036855,0.236662832801161,0.0123058834477505,-0.4835971460005754,1
2018-06-08,0.0061915834538421,0.2314576148500289,0.0118099250589264,-0.5415662890652925,0
2018-06-11,0.0061830633247898,0.2374947908206943,0.0116193445463577,-0.5393489227097437,0
2018-06-12,0.0058547344010155,0.2259378632298737,0.011430412988533,-0.5935450552624131,0
2018-06-13,0.0059399822204568,0.2354984052488189,0.0113134271673529,-0.5744279954830037,0
2018-06-14,0.0056862041698368,0.2242971609314004,0.0112119779536927,-0.6186979185435929,0
2018-06-15,0.0056848018681064,0.2225956958032574,0.0112445358921019,-0.6206182074189102,0
2018-06-18,0.0054600675937782,0.2076976392045462,0.0113228337252176,-0.6615676015774417,0
2018-06-19,0.0055894186992813,0.2104212907508049,0.0113706596563879,-0.6452298555862924,0
2018-06-20,0.0056037584580701,0.2094211575827974,0.0114137359053953,-0.6441818742683414,0
2018-06-21,0.0056356069019378,0.2148202003739023,0.0114012205919162,-0.6318036347161919,0
2018-06-22,0.0054270871318376,0.200803595170528,0.0114571637246421,-0.6710158928199357,0
2018-06-25,0.0059111173040186,0.2163661286762672,0.0117380876742198,-0.5939813492705542,0
2018-06-26,0.0059179823784356,0.2160000332627352,0.0118519665344277,-0.588638733575482,0
2018-06-27,0.0060000252955761,0.2196942120151768,0.0119528609191959,-0.5708108431283645,0
2018-06-28,0.0059969315159702,0.2185716161118033,0.0119670847325468,-0.5725787574893658,0
2018-06-29,0.0060058895036002,0.2175723596955613,0.0120435138386025,-0.5702314197497221,0
2018-07-02,0.0060133810986817,0.2197630680853834,0.0120027331458888,-0.5673304324839685,0
2018-07-03,0.0059035449140707,0.2126101931734955,0.0120270904792937,-0.5877725625425207,0
2018-07-05,0.0060795954900922,0.2249170405153067,0.0120288841145571,-0.5512853685719115,0
2018-07-06,0.0062152355236048,0.236780111549667,0.0117845689395853,-0.5305144634619099,0
2018-07-09,0.0063829379390069,0.2388630517610806,0.0119438900499918,-0.5074460972860403,0
2018-07-10,0.0063898778873246,0.2427023764630796,0.0118757226806319,-0.5026037333683115,0
2018-07-11,0.0062413286292779,0.2360389170090908,0.0118522261033358,-0.5269578418732885,0
2018-07-12,0.0058931182445305,0.2105071163337677,0.0121402675833394,-0.5871073351961565,0
2018-07-13,0.0057386088651872,0.2010851523248007,0.0119566939408527,-0.6253455967770015,0
2018-07-16,0.0054575667443954,0.1872940762060859,0.0119569714361666,-0.6716026598410277,0
2018-07-17,0.0054286130997441,0.1845641791820128,0.0119220444218523,-0.680743304478912,0
2018-07-18,0.0054262816976158,0.1835241391978104,0.0119297460532033,-0.6826170836006683,0
2018-07-19,0.0051833319267971,0.169642827911043,0.0119572508408241,-0.7252162986579126,0
2018-07-20,0.0051948213840841,0.1739613219043328,0.0118437432993917,-0.7213504629761033,0
2018-07-23,0.0051760878096636,0.169767462745678,0.0119221455625861,-0.7271751006160352,0
2018-07-24,0.0052868410147283,0.1708969783246486,0.0120826597770239,-0.7097024863526334,0
2018-07-25,0.0054717320454275,0.1759527228743231,0.0122962702867587,-0.6768148101236137,0
2018-07-26,0.0054416747531051,0.1554060086650208,0.0129457514473069,-0.6881839644619925,0
2018-07-27,0.0055365904637264,0.1553190143438,0.0130542299411784,-0.6767808836545541,0
2018-07-30,0.0056153650411874,0.1540033227971318,0.0132232472452877,-0.6659231541322924,0
2018-07-31,0.0056551993708713,0.1524842824837673,0.0132845701852582,-0.6633526107703455,0
2018-08-01,0.0056490548081394,0.1548336909010527,0.0133145059393298,-0.6575253208304477,0
2018-08-02,0.0056677975644007,0.1546360563861787,0.0133086063304729,-0.6569897839175979,0
2018-08-03,0.0054955129470076,0.1509912267417668,0.0132766670959785,-0.6772138435985389,0
